%(hint_r1c2_level_1)%,"If you have already entered <%=fmtDecimal(totalRow([r1c1, r1c2, r1c3, r1c4]) / 1000, 3)%>. How many <%=cellLabel(""%(column_1_type)%"", ""%(column_2_type)%"", ""%(column_3_type)%"", ""%(column_4_type)%"", 2)%> should you enter to get <%=fmtDecimal(%(total)% / 1000, 3)%>?","Si ya ha introducido <%=fmtDecimal(totalRow([r1c1, r1c2, r1c3, r1c4]) / 1000, 3)%>. ¿Cuántos <%=cellLabel(""%(column_1_type)%"", ""%(column_2_type)%"", ""%(column_3_type)%"", ""%(column_4_type)%"", 2)%> debe ingresar para obtener <%=fmtDecimal(%(total)% / 1000, 3)%>?","If you have already entered <%=fmtDecimal(totalRow([r1c1, r1c2, r1c3, r1c4]) / 1000, 3)%>. How many <%=cellLabel(""%(column_1_type)%"", ""%(column_2_type)%"", ""%(column_3_type)%"", ""%(column_4_type)%"", 2)%> should you enter to get <%=fmtDecimal(%(total)% / 1000, 3)%>?","Si ya ha introducido <%=fmtDecimal(totalRow([r1c1, r1c2, r1c3, r1c4]) / 1000, 3)%>. ¿Cuántos <%=cellLabel(""%(column_1_type)%"", ""%(column_2_type)%"", ""%(column_3_type)%"", ""%(column_4_type)%"", 2)%> debe ingresar para obtener <%=fmtDecimal(%(total)% / 1000, 3)%>?","If you have already entered <%=fmtDecimal(totalRow([r1c1, r1c2, r1c3, r1c4]) / 1000, 3)%>. How many <%=cellLabel(""%(column_1_type)%"", ""%(column_2_type)%"", ""%(column_3_type)%"", ""%(column_4_type)%"", 2)%> should you enter to get <%=fmtDecimal(%(total)% / 1000, 3)%>?","Si ya ha introducido <%=fmtDecimal(totalRow([r1c1, r1c2, r1c3, r1c4]) / 1000, 3)%>. ¿Cuántos <%=cellLabel(""%(column_1_type)%"", ""%(column_2_type)%"", ""%(column_3_type)%"", ""%(column_4_type)%"", 2)%> debe ingresar para obtener <%=fmtDecimal(%(total)% / 1000, 3)%>?","If you have already entered <%=fmtDecimal(totalRow([r1c1, r1c2, r1c3, r1c4]) / 1000, 3)%>. How many <%=cellLabel(""%(column_1_type)%"", ""%(column_2_type)%"", ""%(column_3_type)%"", ""%(column_4_type)%"", 2)%> should you enter to get <%=fmtDecimal(%(total)% / 1000, 3)%>?","Si ya ha introducido <%=fmtDecimal(totalRow([r1c1, r1c2, r1c3, r1c4]) / 1000, 3)%>. ¿Cuántos <%=cellLabel(""%(column_1_type)%"", ""%(column_2_type)%"", ""%(column_3_type)%"", ""%(column_4_type)%"", 2)%> debe ingresar para obtener <%=fmtDecimal(%(total)% / 1000, 3)%>?","If you have already entered <%=fmtDecimal(totalRow([r1c1, r1c2, r1c3, r1c4]) / 1000, 3)%>. How many <%=cellLabel(""%(column_1_type)%"", ""%(column_2_type)%"", ""%(column_3_type)%"", ""%(column_4_type)%"", 2)%> should you enter to get <%=fmtDecimal(%(total)% / 1000, 3)%>?","Si ya ha introducido <%=fmtDecimal(totalRow([r1c1, r1c2, r1c3, r1c4]) / 1000, 3)%>. ¿Cuántos <%=cellLabel(""%(column_1_type)%"", ""%(column_2_type)%"", ""%(column_3_type)%"", ""%(column_4_type)%"", 2)%> debe ingresar para obtener <%=fmtDecimal(%(total)% / 1000, 3)%>?","If you have already entered <%=fmtDecimal(totalRow([r1c1, r1c2, r1c3, r1c4]) / 1000, 3)%>. How many <%=cellLabel(""%(column_1_type)%"", ""%(column_2_type)%"", ""%(column_3_type)%"", ""%(column_4_type)%"", 2)%> should you enter to get <%=fmtDecimal(%(total)% / 1000, 3)%>?","Si ya ha introducido <%=fmtDecimal(totalRow([r1c1, r1c2, r1c3, r1c4]) / 1000, 3)%>. ¿Cuántos <%=cellLabel(""%(column_1_type)%"", ""%(column_2_type)%"", ""%(column_3_type)%"", ""%(column_4_type)%"", 2)%> debe ingresar para obtener <%=fmtDecimal(%(total)% / 1000, 3)%>?","If you have already entered <%=fmtDecimal(totalRow([r1c1, r1c2, r1c3, r1c4]) / 1000, 3)%>. How many <%=cellLabel(""%(column_1_type)%"", ""%(column_2_type)%"", ""%(column_3_type)%"", ""%(column_4_type)%"", 2)%> should you enter to get <%=fmtDecimal(%(total)% / 1000, 3)%>?","Si ya ha introducido <%=fmtDecimal(totalRow([r1c1, r1c2, r1c3, r1c4]) / 1000, 3)%>. ¿Cuántos <%=cellLabel(""%(column_1_type)%"", ""%(column_2_type)%"", ""%(column_3_type)%"", ""%(column_4_type)%"", 2)%> debe ingresar para obtener <%=fmtDecimal(%(total)% / 1000, 3)%>?","If you have already entered <%=fmtDecimal(totalRow([r1c1, r1c2, r1c3, r1c4]) / 1000, 3)%>. How many <%=cellLabel(""%(column_1_type)%"", ""%(column_2_type)%"", ""%(column_3_type)%"", ""%(column_4_type)%"", 2)%> should you enter to get <%=fmtDecimal(%(total)% / 1000, 3)%>?","Si ya ha introducido <%=fmtDecimal(totalRow([r1c1, r1c2, r1c3, r1c4]) / 1000, 3)%>. ¿Cuántos <%=cellLabel(""%(column_1_type)%"", ""%(column_2_type)%"", ""%(column_3_type)%"", ""%(column_4_type)%"", 2)%> debe ingresar para obtener <%=fmtDecimal(%(total)% / 1000, 3)%>?"
%(hint_r1c2_level_2)%,"What is the highest number of <%=cellLabel(""%(column_1_type)%"", ""%(column_2_type)%"", ""%(column_3_type)%"", ""%(column_4_type)%"", 2)%> you can have without going over <%=fmtDecimal(%(total)% / 1000, 3)%>?","¿Cuál es el número más alto de <%=cellLabel(""%(column_1_type)%"", ""%(column_2_type)%"", ""%(column_3_type)%"", ""%(column_4_type)%"", 2)%> que puede tener sin pasar de <%=fmtDecimal(%(total)% / 1000, 3)%>?","What is the highest number of <%=cellLabel(""%(column_1_type)%"", ""%(column_2_type)%"", ""%(column_3_type)%"", ""%(column_4_type)%"", 2)%> you can have without going over <%=fmtDecimal(%(total)% / 1000, 3)%>?","¿Cuál es el número más alto de <%=cellLabel(""%(column_1_type)%"", ""%(column_2_type)%"", ""%(column_3_type)%"", ""%(column_4_type)%"", 2)%> que puede tener sin pasar de <%=fmtDecimal(%(total)% / 1000, 3)%>?","What is the highest number of <%=cellLabel(""%(column_1_type)%"", ""%(column_2_type)%"", ""%(column_3_type)%"", ""%(column_4_type)%"", 2)%> you can have without going over <%=fmtDecimal(%(total)% / 1000, 3)%>?","¿Cuál es el número más alto de <%=cellLabel(""%(column_1_type)%"", ""%(column_2_type)%"", ""%(column_3_type)%"", ""%(column_4_type)%"", 2)%> que puede tener sin pasar de <%=fmtDecimal(%(total)% / 1000, 3)%>?","What is the highest number of <%=cellLabel(""%(column_1_type)%"", ""%(column_2_type)%"", ""%(column_3_type)%"", ""%(column_4_type)%"", 2)%> you can have without going over <%=fmtDecimal(%(total)% / 1000, 3)%>?","¿Cuál es el número más alto de <%=cellLabel(""%(column_1_type)%"", ""%(column_2_type)%"", ""%(column_3_type)%"", ""%(column_4_type)%"", 2)%> que puede tener sin pasar de <%=fmtDecimal(%(total)% / 1000, 3)%>?","What is the highest number of <%=cellLabel(""%(column_1_type)%"", ""%(column_2_type)%"", ""%(column_3_type)%"", ""%(column_4_type)%"", 2)%> you can have without going over <%=fmtDecimal(%(total)% / 1000, 3)%>?","¿Cuál es el número más alto de <%=cellLabel(""%(column_1_type)%"", ""%(column_2_type)%"", ""%(column_3_type)%"", ""%(column_4_type)%"", 2)%> que puede tener sin pasar de <%=fmtDecimal(%(total)% / 1000, 3)%>?","What is the highest number of <%=cellLabel(""%(column_1_type)%"", ""%(column_2_type)%"", ""%(column_3_type)%"", ""%(column_4_type)%"", 2)%> you can have without going over <%=fmtDecimal(%(total)% / 1000, 3)%>?","¿Cuál es el número más alto de <%=cellLabel(""%(column_1_type)%"", ""%(column_2_type)%"", ""%(column_3_type)%"", ""%(column_4_type)%"", 2)%> que puede tener sin pasar de <%=fmtDecimal(%(total)% / 1000, 3)%>?","What is the highest number of <%=cellLabel(""%(column_1_type)%"", ""%(column_2_type)%"", ""%(column_3_type)%"", ""%(column_4_type)%"", 2)%> you can have without going over <%=fmtDecimal(%(total)% / 1000, 3)%>?","¿Cuál es el número más alto de <%=cellLabel(""%(column_1_type)%"", ""%(column_2_type)%"", ""%(column_3_type)%"", ""%(column_4_type)%"", 2)%> que puede tener sin pasar de <%=fmtDecimal(%(total)% / 1000, 3)%>?","What is the highest number of <%=cellLabel(""%(column_1_type)%"", ""%(column_2_type)%"", ""%(column_3_type)%"", ""%(column_4_type)%"", 2)%> you can have without going over <%=fmtDecimal(%(total)% / 1000, 3)%>?","¿Cuál es el número más alto de <%=cellLabel(""%(column_1_type)%"", ""%(column_2_type)%"", ""%(column_3_type)%"", ""%(column_4_type)%"", 2)%> que puede tener sin pasar de <%=fmtDecimal(%(total)% / 1000, 3)%>?"
%(hint_r1c2_level_3)%,"Try entering <%=givenValue(%(total)%, 2)%>","Intente ingresar <%=Valor dado (%(total)%, 2)%>","Try entering <%=givenValue(%(total)%, 2)%>","Intente ingresar <%=Valor dado(%(total)%, 2)%>","Try entering <%=givenValue(%(total)%, 2)%>","Intente ingresar <%=Valor dado (%(total)%, 2)%>","Try entering <%=givenValue(%(total)%, 2)%>","Intente ingresar <%=Valor dado (%(total)%, 2)%>","Try entering <%=givenValue(%(total)%, 2)%>","Intente ingresar <%=Valor dado (%(total)%, 2)%>","Try entering <%=givenValue(%(total)%, 2)%>","Intente ingresar <%=Valor dado (%(total)%, 2)%>","Try entering <%=givenValue(%(total)%, 2)%>","Intente ingresar <%=Valor dado (%(total)%, 2)%>","Try entering <%=givenValue(%(total)%, 2)%>","Intente ingresar <%=Valor dado (%(total)%, 2)%>"
,,,,,,,,,,,,,,,,
%(hint_r1c3_level_1)%,"If you have already entered <%=fmtDecimal(totalRow([r1c1, r1c2, r1c3, r1c4]) / 1000, 3)%>. How many <%=cellLabel(""%(column_1_type)%"", ""%(column_2_type)%"", ""%(column_3_type)%"", ""%(column_4_type)%"", 3)%> should you enter to get <%=fmtDecimal(%(total)% / 1000, 3)%>?","Si ya ha introducido <%=fmtDecimal(totalRow([r1c1, r1c2, r1c3, r1c4]) / 1000, 3)%>. ¿Cuántos <%=cellLabel(""%(column_1_type)%"", ""%(column_2_type)%"", ""%(column_3_type)%"", ""%(column_4_type)%"", 3)%> debe ingresar para obtener <%=fmtDecimal(%(total)% / 1000, 3)%>?","If you have already entered <%=fmtDecimal(totalRow([r1c1, r1c2, r1c3, r1c4]) / 1000, 3)%>. How many <%=cellLabel(""%(column_1_type)%"", ""%(column_2_type)%"", ""%(column_3_type)%"", ""%(column_4_type)%"", 3)%> should you enter to get <%=fmtDecimal(%(total)% / 1000, 3)%>?","Si ya ha introducido <%=fmtDecimal(totalRow([r1c1, r1c2, r1c3, r1c4]) / 1000, 3)%>. ¿Cuántos <%=cellLabel(""%(column_1_type)%"", ""%(column_2_type)%"", ""%(column_3_type)%"", ""%(column_4_type)%"", 3)%> debe ingresar para obtener <%=fmtDecimal(%(total)% / 1000, 3)%>?","If you have already entered <%=fmtDecimal(totalRow([r1c1, r1c2, r1c3, r1c4]) / 1000, 3)%>. How many <%=cellLabel(""%(column_1_type)%"", ""%(column_2_type)%"", ""%(column_3_type)%"", ""%(column_4_type)%"", 3)%> should you enter to get <%=fmtDecimal(%(total)% / 1000, 3)%>?","Si ya ha introducido <%=fmtDecimal(totalRow([r1c1, r1c2, r1c3, r1c4]) / 1000, 3)%>. ¿Cuántos <%=cellLabel(""%(column_1_type)%"", ""%(column_2_type)%"", ""%(column_tipo_3)%"", ""%(column_4_type)%"", 3)%> debe ingresar para obtener <%=fmtDecimal(%(total)% / 1000, 3)%>?","If you have already entered <%=fmtDecimal(totalRow([r1c1, r1c2, r1c3, r1c4]) / 1000, 3)%>. How many <%=cellLabel(""%(column_1_type)%"", ""%(column_2_type)%"", ""%(column_3_type)%"", ""%(column_4_type)%"", 3)%> should you enter to get <%=fmtDecimal(%(total)% / 1000, 3)%>?","Si ya ha introducido <%=fmtDecimal(totalRow([r1c1, r1c2, r1c3, r1c4]) / 1000, 3)%>. ¿Cuántos <%=cellLabel(""%(column_1_type)%"", ""%(column_2_type)%"", ""%(column_3_type)%"", ""%(column_4_type)%"", 3)%> debe ingresar para obtener <%=fmtDecimal(%(total)% / 1000, 3)%>?","If you have already entered <%=fmtDecimal(totalRow([r1c1, r1c2, r1c3, r1c4]) / 1000, 3)%>. How many <%=cellLabel(""%(column_1_type)%"", ""%(column_2_type)%"", ""%(column_3_type)%"", ""%(column_4_type)%"", 3)%> should you enter to get <%=fmtDecimal(%(total)% / 1000, 3)%>?","Si ya ha introducido <%=fmtDecimal(totalRow([r1c1, r1c2, r1c3, r1c4]) / 1000, 3)%>. ¿Cuántos <%=cellLabel(""%(column_1_type)%"", ""%(column_2_type)%"", ""%(column_3_type)%"", ""%(column_4_type)%"", 3)%> debe ingresar para obtener <%=fmtDecimal(%(total)% / 1000, 3)%>?","If you have already entered <%=fmtDecimal(totalRow([r1c1, r1c2, r1c3, r1c4]) / 1000, 3)%>. How many <%=cellLabel(""%(column_1_type)%"", ""%(column_2_type)%"", ""%(column_3_type)%"", ""%(column_4_type)%"", 3)%> should you enter to get <%=fmtDecimal(%(total)% / 1000, 3)%>?","Si ya ha introducido <%=fmtDecimal(totalRow([r1c1, r1c2, r1c3, r1c4]) / 1000, 3)%>. ¿Cuántos <%=cellLabel(""%(column_1_type)%"", ""%(column_2_type)%"", ""%(column_3_type)%"", ""%(column_4_type)%"", 3)%> debe ingresar para obtener <%=fmtDecimal(%(total)% / 1000, 3)%>?","If you have already entered <%=fmtDecimal(totalRow([r1c1, r1c2, r1c3, r1c4]) / 1000, 3)%>. How many <%=cellLabel(""%(column_1_type)%"", ""%(column_2_type)%"", ""%(column_3_type)%"", ""%(column_4_type)%"", 3)%> should you enter to get <%=fmtDecimal(%(total)% / 1000, 3)%>?","Si ya ha introducido <%=fmtDecimal(totalRow([r1c1, r1c2, r1c3, r1c4]) / 1000, 3)%>. ¿Cuántos <%=cellLabel(""%(column_1_type)%"", ""%(column_2_type)%"", ""%(column_3_type)%"", ""%(column_4_type)%"", 3)%> debe ingresar para obtener <%=fmtDecimal(%(total)% / 1000, 3)%>?","If you have already entered <%=fmtDecimal(totalRow([r1c1, r1c2, r1c3, r1c4]) / 1000, 3)%>. How many <%=cellLabel(""%(column_1_type)%"", ""%(column_2_type)%"", ""%(column_3_type)%"", ""%(column_4_type)%"", 3)%> should you enter to get <%=fmtDecimal(%(total)% / 1000, 3)%>?","Si ya ha introducido <%=fmtDecimal(totalRow([r1c1, r1c2, r1c3, r1c4]) / 1000, 3)%>. ¿Cuántos <%=cellLabel(""%(column_1_type)%"", ""%(column_2_type)%"", ""%(column_3_type)%"", ""%(column_4_type)%"", 3)%> debe ingresar para obtener <%=fmtDecimal(%(total)% / 1000, 3)%>?"
%(hint_r1c3_level_2)%,"What is the highest number of <%=cellLabel(""%(column_1_type)%"", ""%(column_2_type)%"", ""%(column_3_type)%"", ""%(column_4_type)%"", 3)%> you can have without going over <%=fmtDecimal(%(total)% / 1000, 3)%>?","¿Cuál es el número más alto de <%=cellLabel(""%(column_1_type)%"", ""%(column_2_type)%"", ""%(column_3_type)%"", ""%(column_4_type)%"", 3)%> que puede tener sin pasar de <%=fmtDecimal(%(total)% / 1000, 3)%>?","What is the highest number of <%=cellLabel(""%(column_1_type)%"", ""%(column_2_type)%"", ""%(column_3_type)%"", ""%(column_4_type)%"", 3)%> you can have without going over <%=fmtDecimal(%(total)% / 1000, 3)%>?","¿Cuál es el número más alto de <%=cellLabel(""%(column_1_type)%"", ""%(column_2_type)%"", ""%(column_3_type)%"", ""%(column_4_type)%"", 3)%> que puede tener sin pasar de <%=fmtDecimal(%(total)% / 1000, 3)%>?","What is the highest number of <%=cellLabel(""%(column_1_type)%"", ""%(column_2_type)%"", ""%(column_3_type)%"", ""%(column_4_type)%"", 3)%> you can have without going over <%=fmtDecimal(%(total)% / 1000, 3)%>?","¿Cuál es el número más alto de <%=cellLabel(""%(column_1_type)%"", ""%(column_2_type)%"", ""%(column_3_type)%"", ""%(column_4_type)%"", 3)%> que puede tener sin pasar de <%=fmtDecimal(%(total)% / 1000, 3)%>?","What is the highest number of <%=cellLabel(""%(column_1_type)%"", ""%(column_2_type)%"", ""%(column_3_type)%"", ""%(column_4_type)%"", 3)%> you can have without going over <%=fmtDecimal(%(total)% / 1000, 3)%>?","¿Cuál es el número más alto de <%=cellLabel(""%(column_1_type)%"", ""%(column_2_type)%"", ""%(column_3_type)%"", ""%(column_4_type)%"", 3)%> que puede tener sin pasar de <%=fmtDecimal(%(total)% / 1000, 3)%>?","What is the highest number of <%=cellLabel(""%(column_1_type)%"", ""%(column_2_type)%"", ""%(column_3_type)%"", ""%(column_4_type)%"", 3)%> you can have without going over <%=fmtDecimal(%(total)% / 1000, 3)%>?","¿Cuál es el número más alto de <%=cellLabel(""%(column_1_type)%"", ""%(column_2_type)%"", ""%(column_3_type)%"", ""%(column_4_type)%"", 3)%> que puede tener sin pasar de <%=fmtDecimal(%(total)% / 1000, 3)%>?","What is the highest number of <%=cellLabel(""%(column_1_type)%"", ""%(column_2_type)%"", ""%(column_3_type)%"", ""%(column_4_type)%"", 3)%> you can have without going over <%=fmtDecimal(%(total)% / 1000, 3)%>?","¿Cuál es el número más alto de <%=cellLabel(""%(column_1_type)%"", ""%(column_2_type)%"", ""%(column_3_type)%"", ""%(column_4_type)%"", 3)%> que puede tener sin pasar de <%=fmtDecimal(%(total)% / 1000, 3)%>?","What is the highest number of <%=cellLabel(""%(column_1_type)%"", ""%(column_2_type)%"", ""%(column_3_type)%"", ""%(column_4_type)%"", 3)%> you can have without going over <%=fmtDecimal(%(total)% / 1000, 3)%>?","¿Cuál es el número más alto de <%=cellLabel(""%(column_1_type)%"", ""%(column_2_type)%"", ""%(column_3_type)%"", ""%(column_4_type)%"", 3)%> que puede tener sin pasar de <%=fmtDecimal(%(total)% / 1000, 3)%>?","What is the highest number of <%=cellLabel(""%(column_1_type)%"", ""%(column_2_type)%"", ""%(column_3_type)%"", ""%(column_4_type)%"", 3)%> you can have without going over <%=fmtDecimal(%(total)% / 1000, 3)%>?","¿Cuál es el número más alto de <%=cellLabel(""%(column_1_type)%"", ""%(column_2_type)%"", ""%(column_3_type)%"", ""%(column_4_type)%"", 3)%> que puede tener sin pasar de <%=fmtDecimal(%(total)% / 1000, 3)%>?"
%(hint_r1c3_level_3)%,"Try entering <%=givenValue(%(total)%, 3)%>","Intente ingresar <%=Valor dado (%(total)%, 3)%>","Try entering <%=givenValue(%(total)%, 3)%>","Intente ingresar <%=Valor dado(%(total)%, 3)%>","Try entering <%=givenValue(%(total)%, 3)%>","Intente ingresar <%=Valor dado (%(total)%, 3)%>","Try entering <%=givenValue(%(total)%, 3)%>","Intente ingresar <%=Valor dado (%(total)%, 3)%>","Try entering <%=givenValue(%(total)%, 3)%>","Intente ingresar <%=Valor dado (%(total)%, 3)%>","Try entering <%=givenValue(%(total)%, 3)%>","Intente ingresar <%=Valor dado (%(total)%, 3)%>","Try entering <%=givenValue(%(total)%, 3)%>","Intente ingresar <%=Valor dado (%(total)%, 3)%>","Try entering <%=givenValue(%(total)%, 3)%>","Intente ingresar <%=Valor dado (%(total)%, 3)%>"
,,,,,,,,,,,,,,,,
%(hint_r1c4_level_1)%,"If you have already entered <%=fmtDecimal(totalRow([r1c1, r1c2, r1c3, r1c4]) / 1000, 3)%>. How many <%=cellLabel(""%(column_1_type)%"", ""%(column_2_type)%"", ""%(column_3_type)%"", ""%(column_4_type)%"", 4)%> should you enter to get <%=fmtDecimal(%(total)% / 1000, 3)%>?","Si ya ha introducido <%=fmtDecimal(totalRow([r1c1, r1c2, r1c3, r1c4]) / 1000, 3)%>. ¿Cuántos <%=cellLabel(""%(column_1_type)%"", ""%(column_2_type)%"", ""%(column_3_type)%"", ""%(column_4_type)%"", 4)%> debe ingresar para obtener <%=fmtDecimal(%(total)% / 1000, 3)%>?",,,,,"If you have already entered <%=fmtDecimal(totalRow([r1c1, r1c2, r1c3, r1c4]) / 1000, 3)%>. How many <%=cellLabel(""%(column_1_type)%"", ""%(column_2_type)%"", ""%(column_3_type)%"", ""%(column_4_type)%"", 4)%> should you enter to get <%=fmtDecimal(%(total)% / 1000, 3)%>?","Si ya ha introducido <%=fmtDecimal(totalRow([r1c1, r1c2, r1c3, r1c4]) / 1000, 3)%>. ¿Cuántos <%=cellLabel(""%(column_1_type)%"", ""%(column_2_type)%"", ""%(column_3_type)%"", ""%(column_4_type)%"", 4)%> debe ingresar para obtener <%=fmtDecimal(%(total)% / 1000, 3)%>?","If you have already entered <%=fmtDecimal(totalRow([r1c1, r1c2, r1c3, r1c4]) / 1000, 3)%>. How many <%=cellLabel(""%(column_1_type)%"", ""%(column_2_type)%"", ""%(column_3_type)%"", ""%(column_4_type)%"", 4)%> should you enter to get <%=fmtDecimal(%(total)% / 1000, 3)%>?","Si ya ha introducido <%=fmtDecimal(totalRow([r1c1, r1c2, r1c3, r1c4]) / 1000, 3)%>. ¿Cuántos <%=cellLabel(""%(column_1_type)%"", ""%(column_2_type)%"", ""%(column_3_type)%"", ""%(column_4_type)%"", 4)%> debe ingresar para obtener <%=fmtDecimal(%(total)% / 1000, 3)%>?","If you have already entered <%=fmtDecimal(totalRow([r1c1, r1c2, r1c3, r1c4]) / 1000, 3)%>. How many <%=cellLabel(""%(column_1_type)%"", ""%(column_2_type)%"", ""%(column_3_type)%"", ""%(column_4_type)%"", 4)%> should you enter to get <%=fmtDecimal(%(total)% / 1000, 3)%>?","Si ya ha introducido <%=fmtDecimal(totalRow([r1c1, r1c2, r1c3, r1c4]) / 1000, 3)%>. ¿Cuántos <%=cellLabel(""%(column_1_type)%"", ""%(column_2_type)%"", ""%(column_3_type)%"", ""%(column_4_type)%"", 4)%> debe ingresar para obtener <%=fmtDecimal(%(total)% / 1000, 3)%>?","If you have already entered <%=fmtDecimal(totalRow([r1c1, r1c2, r1c3, r1c4]) / 1000, 3)%>. How many <%=cellLabel(""%(column_1_type)%"", ""%(column_2_type)%"", ""%(column_3_type)%"", ""%(column_4_type)%"", 4)%> should you enter to get <%=fmtDecimal(%(total)% / 1000, 3)%>?","Si ya ha introducido <%=fmtDecimal(totalRow([r1c1, r1c2, r1c3, r1c4]) / 1000, 3)%>. ¿Cuántos <%=cellLabel(""%(column_1_type)%"", ""%(column_2_type)%"", ""%(column_3_type)%"", ""%(column_4_type)%"", 4)%> debe ingresar para obtener <%=fmtDecimal(%(total)% / 1000, 3)%>?",,
%(hint_r1c4_level_2)%,"What is the highest number of <%=cellLabel(""%(column_1_type)%"", ""%(column_2_type)%"", ""%(column_3_type)%"", ""%(column_4_type)%"", 4)%> you can have without going over <%=fmtDecimal(%(total)% / 1000, 3)%>?","¿Cuál es el número más alto de <%=cellLabel(""%(column_1_type)%"", ""%(column_2_type)%"", ""%(column_3_type)%"", ""%(column_4_type)%"", 4)%> que puede tener sin pasar de <%=fmtDecimal(%(total)% / 1000, 3)%>?",,,,,"What is the highest number of <%=cellLabel(""%(column_1_type)%"", ""%(column_2_type)%"", ""%(column_3_type)%"", ""%(column_4_type)%"", 4)%> you can have without going over <%=fmtDecimal(%(total)% / 1000, 3)%>?","¿Cuál es el número más alto de <%=cellLabel(""%(column_1_type)%"", ""%(column_2_type)%"", ""%(column_3_type)%"", ""%(column_4_type)%"", 4)%> que puede tener sin pasar de <%=fmtDecimal(%(total)% / 1000, 3)%>?","What is the highest number of <%=cellLabel(""%(column_1_type)%"", ""%(column_2_type)%"", ""%(column_3_type)%"", ""%(column_4_type)%"", 4)%> you can have without going over <%=fmtDecimal(%(total)% / 1000, 3)%>?","¿Cuál es el número más alto de <%=cellLabel(""%(column_1_type)%"", ""%(column_2_type)%"", ""%(column_3_type)%"", ""%(column_4_type)%"", 4)%> que puede tener sin pasar de <%=fmtDecimal(%(total)% / 1000, 3)%>?","What is the highest number of <%=cellLabel(""%(column_1_type)%"", ""%(column_2_type)%"", ""%(column_3_type)%"", ""%(column_4_type)%"", 4)%> you can have without going over <%=fmtDecimal(%(total)% / 1000, 3)%>?","¿Cuál es el número más alto de <%=cellLabel(""%(column_1_type)%"", ""%(column_2_type)%"", ""%(column_3_type)%"", ""%(column_4_type)%"", 4)%> que puede tener sin pasar de <%=fmtDecimal(%(total)% / 1000, 3)%>?","What is the highest number of <%=cellLabel(""%(column_1_type)%"", ""%(column_2_type)%"", ""%(column_3_type)%"", ""%(column_4_type)%"", 4)%> you can have without going over <%=fmtDecimal(%(total)% / 1000, 3)%>?","¿Cuál es el número más alto de <%=cellLabel(""%(column_1_type)%"", ""%(column_2_type)%"", ""%(column_3_type)%"", ""%(column_4_type)%"", 4)%> que puede tener sin pasar de <%=fmtDecimal(%(total)% / 1000, 3)%>?",,
%(hint_r1c4_level_3)%,"Try entering <%=givenValue(%(total)%, 4)%>","Intente ingresar <%=Valor dado (%(total)%, 4)%>",,,,,"Try entering <%=givenValue(%(total)%, 4)%>","Intente ingresar <%=Valor dado (%(total)%, 4)%>","Try entering <%=givenValue(%(total)%, 4)%>","Intente ingresar <%=Valor dado (%(total)%, 4)%>","Try entering <%=givenValue(%(total)%, 4)%>","Intente ingresar <%=Valor dado (%(total)%, 4)%>","Try entering <%=givenValue(%(total)%, 4)%>","Intente ingresar <%=Valor dado (%(total)%, 4)%>",,
,,,,,,,,,,,,,,,,
